,regiao,estado,municipio,coduf,codmun,codRegiaoSaude,nomeRegiaoSaude,data,semanaEpi,populacaoTCU2019,casosAcumulado,casosNovos,obitosAcumulado,obitosNovos,Recuperadosnovos,emAcompanhamentoNovos,interior/metropolitana
485,Norte,RO,,11,,,,2020-04-04,14,1777225.0,11,1,1,0,,,
486,Norte,RO,,11,,,,2020-04-05,15,1777225.0,12,1,1,0,,,
487,Norte,RO,,11,,,,2020-04-06,15,1777225.0,14,2,1,0,,,
488,Norte,RO,,11,,,,2020-04-07,15,1777225.0,18,4,1,0,,,
489,Norte,RO,,11,,,,2020-04-08,15,1777225.0,18,0,1,0,,,
490,Norte,RO,,11,,,,2020-04-09,15,1777225.0,28,10,2,1,,,
491,Norte,RO,,11,,,,2020-04-10,15,1777225.0,32,4,2,0,,,
492,Norte,RO,,11,,,,2020-04-11,15,1777225.0,33,1,2,0,,,
493,Norte,RO,,11,,,,2020-04-12,16,1777225.0,35,2,2,0,,,
494,Norte,RO,,11,,,,2020-04-13,16,1777225.0,42,7,2,0,,,
495,Norte,RO,,11,,,,2020-04-14,16,1777225.0,64,22,2,0,,,
496,Norte,RO,,11,,,,2020-04-15,16,1777225.0,69,5,2,0,,,
497,Norte,RO,,11,,,,2020-04-16,16,1777225.0,76,7,3,1,,,
498,Norte,RO,,11,,,,2020-04-17,16,1777225.0,92,16,3,0,,,
499,Norte,RO,,11,,,,2020-04-18,16,1777225.0,110,18,3,0,,,
500,Norte,RO,,11,,,,2020-04-19,17,1777225.0,128,18,4,1,,,
501,Norte,RO,,11,,,,2020-04-20,17,1777225.0,160,32,4,0,,,
502,Norte,RO,,11,,,,2020-04-21,17,1777225.0,199,39,4,0,,,
503,Norte,RO,,11,,,,2020-04-22,17,1777225.0,223,24,5,1,,,
504,Norte,RO,,11,,,,2020-04-23,17,1777225.0,250,27,5,0,,,
505,Norte,RO,,11,,,,2020-04-24,17,1777225.0,290,40,5,0,,,
506,Norte,RO,,11,,,,2020-04-25,17,1777225.0,328,38,7,2,,,
507,Norte,RO,,11,,,,2020-04-26,18,1777225.0,364,36,10,3,,,
508,Norte,RO,,11,,,,2020-04-27,18,1777225.0,393,29,10,0,,,
509,Norte,RO,,11,,,,2020-04-28,18,1777225.0,413,20,11,1,,,
510,Norte,RO,,11,,,,2020-04-29,18,1777225.0,433,20,15,4,,,
511,Norte,RO,,11,,,,2020-04-30,18,1777225.0,502,69,16,1,,,
512,Norte,RO,,11,,,,2020-05-01,18,1777225.0,585,83,18,2,,,
513,Norte,RO,,11,,,,2020-05-02,18,1777225.0,653,68,23,5,,,
514,Norte,RO,,11,,,,2020-05-03,19,1777225.0,705,52,24,1,,,
515,Norte,RO,,11,,,,2020-05-04,19,1777225.0,756,51,25,1,,,
516,Norte,RO,,11,,,,2020-05-05,19,1777225.0,861,105,29,4,,,
517,Norte,RO,,11,,,,2020-05-06,19,1777225.0,943,82,33,4,,,
518,Norte,RO,,11,,,,2020-05-07,19,1777225.0,1098,155,37,4,,,
519,Norte,RO,,11,,,,2020-05-08,19,1777225.0,1222,124,39,2,,,
520,Norte,RO,,11,,,,2020-05-09,19,1777225.0,1263,41,41,2,,,
521,Norte,RO,,11,,,,2020-05-10,20,1777225.0,1302,39,43,2,,,
522,Norte,RO,,11,,,,2020-05-11,20,1777225.0,1396,94,47,4,,,
523,Norte,RO,,11,,,,2020-05-12,20,1777225.0,1460,64,50,3,,,
524,Norte,RO,,11,,,,2020-05-13,20,1777225.0,1612,152,50,0,,,
525,Norte,RO,,11,,,,2020-05-14,20,1777225.0,1686,74,56,6,,,
526,Norte,RO,,11,,,,2020-05-15,20,1777225.0,1789,103,62,6,,,
527,Norte,RO,,11,,,,2020-05-16,20,1777225.0,1919,130,69,7,,,
528,Norte,RO,,11,,,,2020-05-17,21,1777225.0,1963,44,74,5,,,
529,Norte,RO,,11,,,,2020-05-18,21,1777225.0,2043,80,77,3,,,
530,Norte,RO,,11,,,,2020-05-19,21,1777225.0,2257,214,87,10,,,
531,Norte,RO,,11,,,,2020-05-20,21,1777225.0,2499,242,90,3,,,
532,Norte,RO,,11,,,,2020-05-21,21,1777225.0,2659,160,101,11,,,
533,Norte,RO,,11,,,,2020-05-22,21,1777225.0,2774,115,106,5,,,
534,Norte,RO,,11,,,,2020-05-23,21,1777225.0,3109,335,115,9,,,
535,Norte,RO,,11,,,,2020-05-24,22,1777225.0,3201,92,121,6,,,
536,Norte,RO,,11,,,,2020-05-25,22,1777225.0,3268,67,121,0,,,
537,Norte,RO,,11,,,,2020-05-26,22,1777225.0,3493,225,133,12,,,
538,Norte,RO,,11,,,,2020-05-27,22,1777225.0,3862,369,137,4,,,
539,Norte,RO,,11,,,,2020-05-28,22,1777225.0,4252,390,142,5,,,
540,Norte,RO,,11,,,,2020-05-29,22,1777225.0,4502,250,145,3,,,
541,Norte,RO,,11,,,,2020-05-30,22,1777225.0,4743,241,151,6,,,
542,Norte,RO,,11,,,,2020-05-31,23,1777225.0,4942,199,156,5,,,
543,Norte,RO,,11,,,,2020-06-01,23,1777225.0,5172,230,159,3,,,
544,Norte,RO,,11,,,,2020-06-02,23,1777225.0,5477,305,172,13,,,
545,Norte,RO,,11,,,,2020-06-03,23,1777225.0,5713,236,180,8,,,
546,Norte,RO,,11,,,,2020-06-04,23,1777225.0,6459,746,194,14,,,
547,Norte,RO,,11,,,,2020-06-05,23,1777225.0,6862,403,213,19,,,
548,Norte,RO,,11,,,,2020-06-06,23,1777225.0,7700,838,228,15,,,
549,Norte,RO,,11,,,,2020-06-07,24,1777225.0,8110,410,235,7,,,
550,Norte,RO,,11,,,,2020-06-08,24,1777225.0,8626,516,245,10,,,
551,Norte,RO,,11,,,,2020-06-09,24,1777225.0,9220,594,255,10,,,
552,Norte,RO,,11,,,,2020-06-10,24,1777225.0,9850,630,267,12,,,
553,Norte,RO,,11,,,,2020-06-11,24,1777225.0,10547,697,293,26,,,
554,Norte,RO,,11,,,,2020-06-12,24,1777225.0,11224,677,296,3,,,
555,Norte,RO,,11,,,,2020-06-13,24,1777225.0,11710,486,309,13,,,
556,Norte,RO,,11,,,,2020-06-14,25,1777225.0,11865,155,324,15,,,
557,Norte,RO,,11,,,,2020-06-15,25,1777225.0,12180,315,332,8,,,
558,Norte,RO,,11,,,,2020-06-16,25,1777225.0,13010,830,346,14,,,
559,Norte,RO,,11,,,,2020-06-17,25,1777225.0,13567,557,360,14,,,
560,Norte,RO,,11,,,,2020-06-18,25,1777225.0,13804,237,374,14,,,
561,Norte,RO,,11,,,,2020-06-19,25,1777225.0,14353,549,391,17,,,
562,Norte,RO,,11,,,,2020-06-20,25,1777225.0,14952,599,409,18,,,
563,Norte,RO,,11,,,,2020-06-21,26,1777225.0,15181,229,417,8,,,
564,Norte,RO,,11,,,,2020-06-22,26,1777225.0,15827,646,431,14,,,
565,Norte,RO,,11,,,,2020-06-23,26,1777225.0,16498,671,444,13,,,
566,Norte,RO,,11,,,,2020-06-24,26,1777225.0,17424,926,455,11,,,
567,Norte,RO,,11,,,,2020-06-25,26,1777225.0,18173,749,467,12,,,
568,Norte,RO,,11,,,,2020-06-26,26,1777225.0,19271,1098,476,9,,,
569,Norte,RO,,11,,,,2020-06-27,26,1777225.0,19271,0,476,0,,,
570,Norte,RO,,11,,,,2020-06-28,27,1777225.0,19820,549,486,10,,,
571,Norte,RO,,11,,,,2020-06-29,27,1777225.0,20406,586,500,14,,,
572,Norte,RO,,11,,,,2020-06-30,27,1777225.0,21251,845,518,18,,,
573,Norte,RO,,11,,,,2020-07-01,27,1777225.0,21462,211,520,2,,,
574,Norte,RO,,11,,,,2020-07-02,27,1777225.0,21970,508,530,10,,,
575,Norte,RO,,11,,,,2020-07-03,27,1777225.0,22241,271,533,3,,,
576,Norte,RO,,11,,,,2020-07-04,27,1777225.0,22957,716,548,15,,,
577,Norte,RO,,11,,,,2020-07-05,28,1777225.0,23479,522,555,7,,,
578,Norte,RO,,11,,,,2020-07-06,28,1777225.0,23921,442,558,3,,,
579,Norte,RO,,11,,,,2020-07-07,28,1777225.0,24564,643,577,19,,,
580,Norte,RO,,11,,,,2020-07-08,28,1777225.0,25067,503,585,8,,,
581,Norte,RO,,11,,,,2020-07-09,28,1777225.0,25402,335,589,4,,,
582,Norte,RO,,11,,,,2020-07-10,28,1777225.0,26000,598,605,16,,,
583,Norte,RO,,11,,,,2020-07-11,28,1777225.0,26496,496,617,12,,,
584,Norte,RO,,11,,,,2020-07-12,29,1777225.0,26728,232,628,11,,,
585,Norte,RO,,11,,,,2020-07-13,29,1777225.0,27050,322,647,19,,,
586,Norte,RO,,11,,,,2020-07-14,29,1777225.0,27528,478,663,16,,,
587,Norte,RO,,11,,,,2020-07-15,29,1777225.0,27917,389,668,5,,,
588,Norte,RO,,11,,,,2020-07-16,29,1777225.0,28654,737,677,9,,,
589,Norte,RO,,11,,,,2020-07-17,29,1777225.0,29117,463,686,9,,,
590,Norte,RO,,11,,,,2020-07-18,29,1777225.0,29117,0,686,0,,,
591,Norte,RO,,11,,,,2020-07-19,30,1777225.0,29117,0,686,0,,,
592,Norte,RO,,11,,,,2020-07-20,30,1777225.0,29801,684,710,24,,,
593,Norte,RO,,11,,,,2020-07-21,30,1777225.0,30642,841,727,17,,,
594,Norte,RO,,11,,,,2020-07-22,30,1777225.0,32935,2293,758,31,,,
595,Norte,RO,,11,,,,2020-07-23,30,1777225.0,34080,1145,784,26,,,
596,Norte,RO,,11,,,,2020-07-24,30,1777225.0,34873,793,801,17,,,
597,Norte,RO,,11,,,,2020-07-25,30,1777225.0,35573,700,810,9,,,
598,Norte,RO,,11,,,,2020-07-26,31,1777225.0,35810,237,814,4,,,
599,Norte,RO,,11,,,,2020-07-27,31,1777225.0,36148,338,830,16,,,
600,Norte,RO,,11,,,,2020-07-28,31,1777225.0,36849,701,840,10,,,
601,Norte,RO,,11,,,,2020-07-29,31,1777225.0,37634,785,855,15,,,
602,Norte,RO,,11,,,,2020-07-30,31,1777225.0,38407,773,864,9,,,
603,Norte,RO,,11,,,,2020-07-31,31,1777225.0,38992,585,872,8,,,
604,Norte,RO,,11,,,,2020-08-01,31,1777225.0,39504,512,881,9,,,
605,Norte,RO,,11,,,,2020-08-02,32,1777225.0,39893,389,884,3,,,
606,Norte,RO,,11,,,,2020-08-03,32,1777225.0,40016,123,888,4,,,
607,Norte,RO,,11,,,,2020-08-04,32,1777225.0,41239,1223,898,10,,,
608,Norte,RO,,11,,,,2020-08-05,32,1777225.0,42020,781,918,20,,,
609,Norte,RO,,11,,,,2020-08-06,32,1777225.0,42725,705,923,5,,,
610,Norte,RO,,11,,,,2020-08-07,32,1777225.0,43390,665,934,11,,,
611,Norte,RO,,11,,,,2020-08-08,32,1777225.0,43866,476,940,6,,,
612,Norte,RO,,11,,,,2020-08-09,33,1777225.0,44010,144,943,3,,,
613,Norte,RO,,11,,,,2020-08-10,33,1777225.0,44372,362,944,1,,,
614,Norte,RO,,11,,,,2020-08-11,33,1777225.0,45468,1096,966,22,,,
615,Norte,RO,,11,,,,2020-08-12,33,1777225.0,46061,593,981,15,,,
616,Norte,RO,,11,,,,2020-08-13,33,1777225.0,46676,615,993,12,,,
617,Norte,RO,,11,,,,2020-08-14,33,1777225.0,47288,612,1001,8,,,
618,Norte,RO,,11,,,,2020-08-15,33,1777225.0,47652,364,1012,11,,,
619,Norte,RO,,11,,,,2020-08-16,34,1777225.0,47837,185,1013,1,,,
620,Norte,RO,,11,,,,2020-08-17,34,1777225.0,48232,395,1017,4,,,
621,Norte,RO,,11,,,,2020-08-18,34,1777225.0,48923,691,1026,9,,,
622,Norte,RO,,11,,,,2020-08-19,34,1777225.0,49721,798,1037,11,,,
623,Norte,RO,,11,,,,2020-08-20,34,1777225.0,50147,426,1045,8,,,
624,Norte,RO,,11,,,,2020-08-21,34,1777225.0,50514,367,1050,5,,,
625,Norte,RO,,11,,,,2020-08-22,34,1777225.0,50995,481,1061,11,,,
626,Norte,RO,,11,,,,2020-08-23,35,1777225.0,51421,426,1065,4,,,
627,Norte,RO,,11,,,,2020-08-24,35,1777225.0,51791,370,1073,8,,,
628,Norte,RO,,11,,,,2020-08-25,35,1777225.0,52514,723,1087,14,,,
629,Norte,RO,,11,,,,2020-08-26,35,1777225.0,53119,605,1100,13,,,
630,Norte,RO,,11,,,,2020-08-27,35,1777225.0,53805,686,1109,9,,,
631,Norte,RO,,11,,,,2020-08-28,35,1777225.0,54205,400,1114,5,,,
632,Norte,RO,,11,,,,2020-08-29,35,1777225.0,54496,291,1125,11,,,
633,Norte,RO,,11,,,,2020-08-30,36,1777225.0,54679,183,1129,4,,,
634,Norte,RO,,11,,,,2020-08-31,36,1777225.0,55153,474,1148,19,,,
635,Norte,RO,,11,,,,2020-09-01,36,1777225.0,55768,615,1155,7,,,
636,Norte,RO,,11,,,,2020-09-02,36,1777225.0,56411,643,1161,6,,,
637,Norte,RO,,11,,,,2020-09-03,36,1777225.0,56618,207,1165,4,,,
638,Norte,RO,,11,,,,2020-09-04,36,1777225.0,57352,734,1172,7,,,
639,Norte,RO,,11,,,,2020-09-05,36,1777225.0,57865,513,1180,8,,,
640,Norte,RO,,11,,,,2020-09-06,37,1777225.0,58066,201,1185,5,,,
641,Norte,RO,,11,,,,2020-09-07,37,1777225.0,58237,171,1187,2,,,
642,Norte,RO,,11,,,,2020-09-08,37,1777225.0,58559,322,1193,6,,,
643,Norte,RO,,11,,,,2020-09-09,37,1777225.0,59196,637,1207,14,,,
644,Norte,RO,,11,,,,2020-09-10,37,1777225.0,59620,424,1217,10,,,
645,Norte,RO,,11,,,,2020-09-11,37,1777225.0,60038,418,1231,14,,,
646,Norte,RO,,11,,,,2020-09-12,37,1777225.0,60362,324,1240,9,,,
647,Norte,RO,,11,,,,2020-09-13,38,1777225.0,60484,122,1246,6,,,
648,Norte,RO,,11,,,,2020-09-14,38,1777225.0,60746,262,1253,7,,,
649,Norte,RO,,11,,,,2020-09-15,38,1777225.0,61260,514,1269,16,,,
650,Norte,RO,,11,,,,2020-09-16,38,1777225.0,61619,359,1277,8,,,
651,Norte,RO,,11,,,,2020-09-17,38,1777225.0,62158,539,1289,12,,,
652,Norte,RO,,11,,,,2020-09-18,38,1777225.0,62495,337,1294,5,,,
653,Norte,RO,,11,,,,2020-09-19,38,1777225.0,62697,202,1297,3,,,
654,Norte,RO,,11,,,,2020-09-20,39,1777225.0,62863,166,1300,3,,,
655,Norte,RO,,11,,,,2020-09-21,39,1777225.0,63267,404,1305,5,,,
656,Norte,RO,,11,,,,2020-09-22,39,1777225.0,63781,514,1312,7,,,
657,Norte,RO,,11,,,,2020-09-23,39,1777225.0,64306,525,1320,8,,,
658,Norte,RO,,11,,,,2020-09-24,39,1777225.0,64481,175,1323,3,,,
659,Norte,RO,,11,,,,2020-09-25,39,1777225.0,64732,251,1328,5,,,
660,Norte,RO,,11,,,,2020-09-26,39,1777225.0,64923,191,1333,5,,,
661,Norte,RO,,11,,,,2020-09-27,40,1777225.0,65208,285,1336,3,,,
662,Norte,RO,,11,,,,2020-09-28,40,1777225.0,65386,178,1340,4,,,
663,Norte,RO,,11,,,,2020-09-29,40,1777225.0,65673,287,1351,11,,,
664,Norte,RO,,11,,,,2020-09-30,40,1777225.0,65911,238,1357,6,,,
665,Norte,RO,,11,,,,2020-10-01,40,1777225.0,66261,350,1367,10,,,
666,Norte,RO,,11,,,,2020-10-02,40,1777225.0,66473,212,1368,1,,,
667,Norte,RO,,11,,,,2020-10-03,40,1777225.0,66576,103,1371,3,,,
668,Norte,RO,,11,,,,2020-10-04,41,1777225.0,66623,47,1371,0,,,
669,Norte,RO,,11,,,,2020-10-05,41,1777225.0,66783,160,1375,4,,,
670,Norte,RO,,11,,,,2020-10-06,41,1777225.0,67014,231,1384,9,,,
671,Norte,RO,,11,,,,2020-10-07,41,1777225.0,67181,167,1385,1,,,
672,Norte,RO,,11,,,,2020-10-08,41,1777225.0,67323,142,1390,5,,,
673,Norte,RO,,11,,,,2020-10-09,41,1777225.0,67479,156,1392,2,,,
674,Norte,RO,,11,,,,2020-10-10,41,1777225.0,67812,333,1396,4,,,
675,Norte,RO,,11,,,,2020-10-11,42,1777225.0,67937,125,1398,2,,,
676,Norte,RO,,11,,,,2020-10-12,42,1777225.0,67973,36,1398,0,,,
677,Norte,RO,,11,,,,2020-10-13,42,1777225.0,68126,153,1406,8,,,
678,Norte,RO,,11,,,,2020-10-14,42,1777225.0,68393,267,1411,5,,,
679,Norte,RO,,11,,,,2020-10-15,42,1777225.0,68612,219,1416,5,,,
680,Norte,RO,,11,,,,2020-10-16,42,1777225.0,68823,211,1421,5,,,
681,Norte,RO,,11,,,,2020-10-17,42,1777225.0,68907,84,1421,0,,,
682,Norte,RO,,11,,,,2020-10-18,43,1777225.0,68907,0,1421,0,,,
683,Norte,RO,,11,,,,2020-10-19,43,1777225.0,69213,306,1427,6,,,
684,Norte,RO,,11,,,,2020-10-20,43,1777225.0,69332,119,1429,2,,,
685,Norte,RO,,11,,,,2020-10-21,43,1777225.0,69531,199,1429,0,,,
686,Norte,RO,,11,,,,2020-10-22,43,1777225.0,69806,275,1430,1,,,
687,Norte,RO,,11,,,,2020-10-23,43,1777225.0,70041,235,1431,1,,,
688,Norte,RO,,11,,,,2020-10-24,43,1777225.0,70350,309,1434,3,,,
689,Norte,RO,,11,,,,2020-10-25,44,1777225.0,70461,111,1436,2,,,
690,Norte,RO,,11,,,,2020-10-26,44,1777225.0,70600,139,1442,6,,,
691,Norte,RO,,11,,,,2020-10-27,44,1777225.0,70887,287,1448,6,,,
692,Norte,RO,,11,,,,2020-10-28,44,1777225.0,71121,234,1449,1,,,
693,Norte,RO,,11,,,,2020-10-29,44,1777225.0,71351,230,1454,5,,,
694,Norte,RO,,11,,,,2020-10-30,44,1777225.0,71496,145,1455,1,,,
695,Norte,RO,,11,,,,2020-10-31,44,1777225.0,71666,170,1457,2,,,
696,Norte,RO,,11,,,,2020-11-01,45,1777225.0,71889,223,1457,0,,,
697,Norte,RO,,11,,,,2020-11-02,45,1777225.0,71953,64,1457,0,,,
698,Norte,RO,,11,,,,2020-11-03,45,1777225.0,72049,96,1460,3,,,
699,Norte,RO,,11,,,,2020-11-04,45,1777225.0,72295,246,1464,4,,,
700,Norte,RO,,11,,,,2020-11-05,45,1777225.0,72630,335,1470,6,,,
701,Norte,RO,,11,,,,2020-11-06,45,1777225.0,72827,197,1473,3,,,
702,Norte,RO,,11,,,,2020-11-07,45,1777225.0,73040,213,1474,1,,,
703,Norte,RO,,11,,,,2020-11-08,46,1777225.0,73311,271,1476,2,,,
704,Norte,RO,,11,,,,2020-11-09,46,1777225.0,73490,179,1478,2,,,
705,Norte,RO,,11,,,,2020-11-10,46,1777225.0,73688,198,1482,4,,,
706,Norte,RO,,11,,,,2020-11-11,46,1777225.0,73990,302,1486,4,,,
707,Norte,RO,,11,,,,2020-11-12,46,1777225.0,74248,258,1492,6,,,
708,Norte,RO,,11,,,,2020-11-13,46,1777225.0,74598,350,1497,5,,,
709,Norte,RO,,11,,,,2020-11-14,46,1777225.0,74981,383,1501,4,,,
710,Norte,RO,,11,,,,2020-11-15,47,1777225.0,75182,201,1501,0,,,
711,Norte,RO,,11,,,,2020-11-16,47,1777225.0,75468,286,1503,2,,,
712,Norte,RO,,11,,,,2020-11-17,47,1777225.0,75652,184,1508,5,,,
713,Norte,RO,,11,,,,2020-11-18,47,1777225.0,76019,367,1511,3,,,
714,Norte,RO,,11,,,,2020-11-19,47,1777225.0,76377,358,1513,2,,,
715,Norte,RO,,11,,,,2020-11-20,47,1777225.0,76729,352,1515,2,,,
716,Norte,RO,,11,,,,2020-11-21,47,1777225.0,77064,335,1516,1,,,
717,Norte,RO,,11,,,,2020-11-22,48,1777225.0,77348,284,1518,2,,,
718,Norte,RO,,11,,,,2020-11-23,48,1777225.0,77615,267,1522,4,,,
719,Norte,RO,,11,,,,2020-11-24,48,1777225.0,78189,574,1529,7,,,
720,Norte,RO,,11,,,,2020-11-25,48,1777225.0,78470,281,1534,5,,,
721,Norte,RO,,11,,,,2020-11-26,48,1777225.0,78788,318,1535,1,,,
722,Norte,RO,,11,,,,2020-11-27,48,1777225.0,78788,0,1535,0,,,
723,Norte,RO,,11,,,,2020-11-28,48,1777225.0,79765,977,1553,18,,,
724,Norte,RO,,11,,,,2020-11-29,49,1777225.0,80055,290,1555,2,,,
725,Norte,RO,,11,,,,2020-11-30,49,1777225.0,80538,483,1561,6,,,
726,Norte,RO,,11,,,,2020-12-01,49,1777225.0,80802,264,1567,6,,,
727,Norte,RO,,11,,,,2020-12-02,49,1777225.0,81322,520,1579,12,,,
728,Norte,RO,,11,,,,2020-12-03,49,1777225.0,81733,411,1586,7,,,
729,Norte,RO,,11,,,,2020-12-04,49,1777225.0,82064,331,1589,3,,,
730,Norte,RO,,11,,,,2020-12-05,49,1777225.0,82408,344,1593,4,,,
731,Norte,RO,,11,,,,2020-12-06,50,1777225.0,82909,501,1596,3,,,
732,Norte,RO,,11,,,,2020-12-07,50,1777225.0,83392,483,1604,8,,,
733,Norte,RO,,11,,,,2020-12-08,50,1777225.0,83959,567,1610,6,,,
734,Norte,RO,,11,,,,2020-12-09,50,1777225.0,84405,446,1617,7,,,
735,Norte,RO,,11,,,,2020-12-10,50,1777225.0,84919,514,1628,11,,,
736,Norte,RO,,11,,,,2020-12-11,50,1777225.0,85253,334,1634,6,,,
737,Norte,RO,,11,,,,2020-12-12,50,1777225.0,85410,157,1638,4,,,
738,Norte,RO,,11,,,,2020-12-13,51,1777225.0,85854,444,1642,4,,,
739,Norte,RO,,11,,,,2020-12-14,51,1777225.0,86118,264,1645,3,,,
740,Norte,RO,,11,,,,2020-12-15,51,1777225.0,86909,791,1655,10,,,
741,Norte,RO,,11,,,,2020-12-16,51,1777225.0,87397,488,1668,13,,,
742,Norte,RO,,11,,,,2020-12-17,51,1777225.0,87863,466,1681,13,,,
743,Norte,RO,,11,,,,2020-12-18,51,1777225.0,88410,547,1689,8,,,
744,Norte,RO,,11,,,,2020-12-19,51,1777225.0,88822,412,1697,8,,,
745,Norte,RO,,11,,,,2020-12-20,52,1777225.0,89047,225,1698,1,,,
746,Norte,RO,,11,,,,2020-12-21,52,1777225.0,89583,536,1705,7,,,
747,Norte,RO,,11,,,,2020-12-22,52,1777225.0,90835,1252,1721,16,,,
748,Norte,RO,,11,,,,2020-12-23,52,1777225.0,91574,739,1728,7,,,
749,Norte,RO,,11,,,,2020-12-24,52,1777225.0,92099,525,1732,4,,,
750,Norte,RO,,11,,,,2020-12-25,52,1777225.0,92381,282,1734,2,,,
751,Norte,RO,,11,,,,2020-12-26,52,1777225.0,92587,206,1743,9,,,
752,Norte,RO,,11,,,,2020-12-27,53,1777225.0,92775,188,1747,4,,,
753,Norte,RO,,11,,,,2020-12-28,53,1777225.0,93667,892,1765,18,,,
754,Norte,RO,,11,,,,2020-12-29,53,1777225.0,94354,687,1785,20,,,
755,Norte,RO,,11,,,,2020-12-30,53,1777225.0,95035,681,1805,20,,,
756,Norte,RO,,11,,,,2020-12-31,53,1777225.0,95729,694,1817,12,,,
757,Norte,RO,,11,,,,2021-01-01,53,1777225.0,95999,270,1822,5,,,
758,Norte,RO,,11,,,,2021-01-02,53,1777225.0,96433,434,1825,3,,,
759,Norte,RO,,11,,,,2021-01-03,1,1777225.0,96906,473,1832,7,,,
760,Norte,RO,,11,,,,2021-01-04,1,1777225.0,97197,291,1840,8,,,
761,Norte,RO,,11,,,,2021-01-05,1,1777225.0,97854,657,1852,12,,,
762,Norte,RO,,11,,,,2021-01-06,1,1777225.0,98811,957,1875,23,,,
763,Norte,RO,,11,,,,2021-01-07,1,1777225.0,99595,784,1890,15,,,
764,Norte,RO,,11,,,,2021-01-08,1,1777225.0,100343,748,1899,9,,,
765,Norte,RO,,11,,,,2021-01-09,1,1777225.0,101024,681,1908,9,,,
766,Norte,RO,,11,,,,2021-01-10,2,1777225.0,101588,564,1911,3,,,
767,Norte,RO,,11,,,,2021-01-11,2,1777225.0,102518,930,1926,15,,,
768,Norte,RO,,11,,,,2021-01-12,2,1777225.0,103798,1280,1950,24,,,
769,Norte,RO,,11,,,,2021-01-13,2,1777225.0,104737,939,1965,15,,,
770,Norte,RO,,11,,,,2021-01-14,2,1777225.0,105952,1215,1976,11,,,
